LITHSTRATNO,GAUNITNO,GEOLCODE,PARENT_LITHSTRATNO,UNIT_NAME,sort,LEG_NAR,SUMARY_NAR,DIST_NAR,DERNAM_NAR,TYPESC_NAR,LITH_NAR,DEPENV_NAR,MIN_THICK,MAX_THICK,THICK_NAR,CONT_R_NAR,CURRENCY,STATUSNO,GEOLCOLOUR,COLOUR_CODE,MIXED_ROCKTYPE,RANKNO,OROGENY,AGE,CORREL_AGE,MAX_AGE,MAX_AGE_UN,MIN_AGE,MIN_AGE_UN,GEOCHR_NAR,CG_APPROVED,REL_PAR_AGE,EQV_REL_PAR,CHILD_HIER,EQV_CHILDH,PM_APPROVED,WorkflowStatus,TwoPointFiveMegMap,FiveHundredKiloMap,cbGeoTimeCode,cbStratigraphyCode,cbTectonicCode,TolTectonicID,TolOrderNo,TolEqvOrderNo,LastModifiedBy,LastModifiedDate,PublishDate,LegendNarrativeEdited,OneHundredKiloMap
1589,18064,P_-CAt-frp,788,Thomas Rhyolite,1,Porphyritic rhyolite with minor trachyte and dacite; massive to flow-banded and locally spherulitic vitric lavas; subhedral to euhedral alkali-feldspar phenocrysts; locally abundant fiamme,"This porphyritic rhyolite unit of the Cassidy Group forms part of the Warburton Range. It outcrops over a distance of over 90 km from near the Warburton Community in the west to Pine Hill in the east. This flow-banded, vitric, porphyritic rhyolite unit is laterally continuous and locally contains eutaxitic textures suggesting it may be a rheomorphic ignimbrite rather than a lava flow. The most conservative age range for the Thomas Rhyolite and for other magmatic units within the Talbot Sub-basin is c. 1077 to c. 1047 Ma. Nevertheless, dating of individual zircons interpreted to be antecrysts indicates a maximum possible range from 1116 Â± 28 to 1010 Â± 20 Ma.","This porphyritic rhyolite unit is a relatively minor component of the Cassidy Group. The unit forms part of the Warburton Range. It outcrops over a distance of over 90 km from near the Warburton Community in the west to where it thins out in the east, to the north of Pine Hill. On average the unit is 350 m thick and generally south-dipping, except for in the Warburton area where it dips to the southwest. A good exposure of the Thomas Rhyolite is at Day Hill (MGA 318903E, 7099390N) on MOUNT EVELINE.",The Thomas Rhyolite was named after Thomas Hill on WARBURTON RANGE and the name was first used by Daniels et al. (1970).,,"This flow-banded, vitric, porphyritic rhyolite unit contains approximately 5-15% phenocrysts, consisting of mainly tabular feldspar crystals up to 5 mm in length and a minor component of ovoid quartz crystals less than 1 mm in size. The rhyolite is locally spherulitic with spherulites up to 1 cm in diameter. At several localities the top of the unit is autobrecciated and contains fractures infilled with fine-grained sedimentary or volcaniclastic material. Some breccias show jigsaw-fit textures and have the appearance of hyaloclastites. The Thomas Rhyolite is the most laterally continuous unit of the Cassidy Group, being traceable along strike for 95 km. Near the top of the unit, it locally contains abundant flattened pumice. This eutaxitic texture suggests this unit is more likely to be a rheomorphic ignimbrite rather than a lava flow.",,,,,"The Thomas Rhyolite lies near the middle of the Bentley Supergroup volcano-sedimentary succession that forms the Warburton Range. The unit overlies the Gurgadi Basalt (P_-CAg-bbg) and is overlain by sedimentary or volcaniclastic rocks at the base of the Warubuyu Basalt (P_-CAw-bbg, P_-CAw-xbb-s).",,17,,,,4,,,,1077,,1047,,"A direct U-Pb SHRIMP zircon age of 1057 Â± 6 Ma was obtained for the Thomas Rhyolite (GSWA 174691, Kirkland et al., 2012). However, it is now recognized that all felsic igneous rocks of the Talbot-Sub-basin include a large proportion of recycled cognate material (i.e. antecrysts). The unavoidable inclusion of these in the dated zircon samples means that all previously interpreted crystallization ages are likely to have been variably overestimated (i.e. true ages of volcanic deposition or intrusive crystallization should be younger). Smithies et al. (2013) suggested that the most conservative age range for magmatic units within the Talbot Sub-basin is between c. 1077 and c. 1047 Ma. Nevertheless, dating of individual zircons interpreted to be antecrysts indicates a maximum possible range from 1116 Â± 28 to 1010 Â± 20 Ma.",No,,,4,,No,Published,No,No,P_,CAt,,,,,MIGSDAR,2.02E+13,2.02E+13,No,No
4300,24028,P_-SKqt-sc,4227,Three Corner Conglomerate Member,1,"Ferruginous, polymictic conglomerate, pebbly sandstone, and sandstone","The Three Corner Conglomerate Member has a maximum thickness of ~100 m and outcrops around the northeastern and southeastern parts of the Wyloo Dome on WYLOO and HARDEY. It has an unconformable lower contact with either the Turee Creek Group or the Hamersley Group, and a conformable upper contact with the undivided upper part of its parent formation, the Beasley River Quartzite (P_-SKq-stq). The member is composed of ferruginous, polymictic conglomerate, pebbly sandstone, and sandstone, all derived from the Hamersley Group. These rocks were deposited in an alluvial fan setting at c. 2208 Ma.",The Three Corner Conglomerate Member outcrops around the northeastern and southeastern limbs of the Wyloo Dome on WYLOO and HARDEY. It has a maximum thickness of ~100 m.,"The Three Corner Conglomerate Member was named by Trendall (1979) during his revision of the Mount Bruce Supergroup. The name was taken from Three Corner Bore (Zone 50, MGA 450890E 7478000N) on southwestern HARDEY and the type section, which is the same as for the Beasley River Quartzite (P_-SKq-stq) parent formation, is located at Zone 50, MGA 461990E 7480720N.",,"The Three Corner Conglomerate Member comprises ferruginous, polymictic conglomerate, pebbly sandstone, and sandstone. These rock types are derived from the Hamersley Group and are composed predominantly of angular or subangular fragments of banded iron-formation and chert, (mainly Weeli Wolli Formation), and lesser amounts of rounded rhyodacite and dolerite; the latter commonly exhibit a bleached outer rind (Thorne and Seymour, 1991). Martin et al. (1998) documented Fe-enriched BIF clasts that constrain the timing of microplaty hematite enrichment in the underlying Hamersley Group to before c. 2208 Ma.   Conglomerates can be divided into very thick-bedded conglomerate and inversely-graded conglomerate. The former occur in laterally continuous (>75 m) beds 4-17 m thick. Clast diameters are up to 0.45 m, but most are in the range 0.02 - 0.15 m. The conglomerates are predominantly clast supported, and rarely exhibit stratification other than localized, bedding-parallel orientation of the tabular clasts. Many thick-bedded conglomerates display a mixture of clast and matrix support, and bedding-parallel or random fabric. Locally, thicker conglomerate beds contain lenses of stratified, coarse-grained sandstone that have been slightly modified by soft-sediment deformation.   Inversely graded, thick-bedded (3-4 m) conglomerate crops out in laterally continuous beds with sharp, non-erosive bases. Grain size coarsens upwards, from a granule or, rarely, sandy conglomerate, to cobble conglomerate with an average maximum clast size of 0.1 m. Clast support is predominant in all but the sandy conglomerate horizons. Inversely graded conglomerate mostly exhibits a random fabric.","The Three Corner Conglomerate Member is interpreted as an alluvial fan deposit, in which sedimentation was dominated by debris flow or stream flow processes on proximal and more distal parts of the fan, respectively (Thorne and Seymour, 1991).",,100,,"The Three Corner Conglomerate Member has an unconformable lower contact with the Hamersley and Turee Creek Groups, and a conformable, gradational upper contact with the undivided upper part of its parent formation, the Beasley River Quartzite.",,17,,,,5,,,,2208,,2208,,"The Three Corner Conglomerate Member has not been dated directly. Based on the age of its parent formation, the Beasley River Quartzite, it was deposited at c. 2208 Ma.",No,,,1,,No,Published,No,No,P_,SKqt,,,,,MIGSDDM,2.02E+13,2.02E+13,No,No
4036,34139,A-GBtm-og,4765,Three Mile Dolerite,1,Differentiated gabbroic sill; leuco- to melanocratic; cumulate to granophyric; metamorphosed,"The Three Mile Dolerite is a thick (500-800m) differentiated and layered gabbro that intrudes the lower mafic rocks of the Coolgardie Subgroup on KALGOORLIE and YILMIA. The metamorphic grade is low to middle amphibolite facies metamorphism. Geographically divided in to two sections, the section north of Coolgardie is differentiated and comprises a leucogabbro closely associated with gold mineralization. The southern section, located to the south of Coolgardie, lacks internal differentiation and gold mineralization is along the western margin of the sill with the Lindsays Basalt and black thin shales. Geochemically the sill has a tholeiitic signature and a flat chondrite normalized rare earth element trend.","The Three Mile Dolerite is a thick (500-800m) differentiated and layered gabbro that intrudes the lower mafic rocks of the Coolgardie Subgroup on the KALGOORLIE geological map. The sill has intruded the middle of the Lindsays Basalt and can be divided into two areas. The first area extending northward from Three Mile Hill Mine site (MGA zone 51, 327745E, 6576289N) around the north extent of the Calooli Monzogranite. The second area is approximately 600 metres north of the Coolgardie Township and extends southward along the eastern limb of the Big Blow Anticline.","The name is derived from the Three Mile Hill opencut. Historically the unit has been referred to as a dolerite, which has been incorporated into the name. However, texturally the unit is predominantly gabbroic.",,"The Three Mile Dolerite is a dolerite to gabbroic sill up to 800 metres thick, and can be divided into two sections. The section north of Three Mile Hill mine site is 500-800 m thick, and comprises a differentiated gabbro to dolerite with a graduation from coarse-grained, melanocratic pyroxene to leucocratic (quartzo-) feldspathic horizons that contain scattered bladed pyroxenes. This variation is interpreted as crystal differentiation and can be used to determine younging. The leucogabbro varies in grain size from fine to very coarse. Repetition of the compositional layering occurs on a broad scale, with two or three cycles being common and may be due to magmatic process, but in some outcrops the repetition can be attributed to tectonic processes (Hunter 1993).   Several authors (Middleton, 1990; Knight et al., 1996; Jeffeys, 1998) have subdivided the northern section of the sill into four mappable units (G1-G4). These units range from cumulate pyroxene melanocratic gabbro to a quartz rich granophyric leucogabbro with a subophitic texture. The leucogabbro is closely associated with gold mineralization. Open cuts where the differentiated sill is exposed include deposits at Caledonia, Patricia Jean, Three Mile Hill, and Mystery Mint.   The southern section of the sill, located on the northern hinge and eastern limb of the Big Blow Anticline is much thinner attaining thicknesses of approximately 150-380m. There is little or no internal differentiation and mineralisation is at the western contact with the Lindays Basalt and intercalated thin shale units. The Lindsays opencut provides access to the exposed undifferentiated sill.   A comprehensive description of the Three Mile Dolerite was provided by Hunter (1993) and parts of that summary are presented in the following description. The gabbro is generally massive or weakly foliated but is locally strongly foliated. The deformation is commonly confined to zones, up to 2 m wide, of amphibole schists which correspond to competency contrasts at the boundaries between layers. There are vertical and lateral variations from ophitic to intergranular textures, the former being predominant in coarser horizons and producing a characteristic mottled appearance. Original platy pyroxenes are replaced by single or matted amphibole crystals which invariably define a strong, upright lineation. In thin section, samples from areas of low strain exhibit good preservation of igneous textures, and original large (< 10 mm), equant, subophitic to ophitic plates of pyroxene, enclosing blades of plagioclase, persist. Compositionally, the sill ranges from a basal coarse-grained, melanocratic pyroxenite, containing some plagioclase, to a medium-grained, mesocratic to leucocratic, gabbroic-textured top. Upper marginal zones may be chilled or coarse-grained and more mafic, indicating the presence of inward, as well as upward, differentiation. In the gabbro, low to middle amphibolite facies metamorphism has produced randomly oriented, single crystal amphibole pseudomorphs after pyroxene plates. Amphibole varies unsystematically throughout the area from a pale-green actinolitic variety to an olive-green hornblendic variety. Granoblastic recrystallization of plagioclase has produced coarse mosaics of andesine with polygonal to interlobate forms which are confined within the bladed forms of the protocrysts. Other minerals present in the gabbro include quartz, chlorite, clinozoisite, magnetite, sphene, apatite, secondary biotite and calcite. Knight et al., (1996) also mentions rare euhedral garnet in medium to coarse-grained melanocratic zones of the gabbro.   Representative geochemical analyses from throughout the gabbro indicate a tholeiitic signature. Anhydrous SiO2 ranges from 48.6 wt% to 64.81 wt % in the more granophyric zones. Total iron oxide (FeO*) average is 16.12wt%. High TiO2 (up to 17 wt %) is associated with ubiquitous ilmenite. Chondrite normalised patterns (after Sun &amp; McDonough, 1989) of samples throughout the sill have a very flat rare earth trend. Standing (2001) confirmed the geochemical similarities between the southern and northern sections by comparing a sample from the undifferentiated section of the sill from the Lindsays opencut with a chilled margin of the differentiated northern section at Three Mile Hill Mine. Knight et al., (1996) estimated the peak metamorphic pressure and temperature in the vicinity of the Three Mile Hill deposit to be in the range of 490-530&deg;C, and 3-4 kbar, respectively.    Late deformation has had a variable effect on the gabbro, from minor strain to spaced zones of high strain or shear. Minor strain appears as patchy or wavy extinction within platy amphiboles, and some local rotation of the plates. There has been crystallization of fine euhedra of similar amphibole in parallel trains both across earlier amphibole plates and, more abundantly, throughout feldspathic zones, along with microgranulation of small areas of feldspar. In contrast, major strain appears as strong rotation of amphibole plates and recrystallization of single plates to a mass of small spindle-shaped crystals with similar, but discordant (sweeping), optic orientations. General granulation of plagioclase crystals has obscured their original bladed form, while an indent to  pyroxene  plates have closed and a sieve texture has been generated. Feldspathic and fine amphibole phases are wrapped around platy amphibole domains. There is local overprint of a sparse growth of possibly cummingtonite which appears to be associated with tourmalinization.    The boundary between the gabbro sill and the country rock basalt may be marked by a black to grey coloured shale horizon which is often several metres thick. The shale horizons are more common along the margins of the southern sill, where there is known gold mineralization. ",,,800,,"Where there is minor stain development the upper contact with the Lindsays basalt is a chilled margin, with a general concordance to the regional stratigraphic layering. More commonly the contacts are sheared and interleaved with the Lindsays Basalt. Long (> 10 m), thin (up to 1 m) screens of basalt or interflow shale horizons commonly occur up to 10 m within the intrusion. The lower margin of the sill is more variable in character and is poorly exposed (Hunter 1993).",,17,,,,4,,,,2680,,2680,,No isotopic dating has been undertaken.,No,,,6,,No,Submitted,No,No,A,GBtm,,,,,MIGSDAR,2.02E+13,,No,No
3828,70719,P_-TH-xs-kx,1,Throssell Range Group,1,"Sandstone, shale, limestone, and dolomite",,,,,,,,,,,,17,,,Mixed,2,,,,911,23,650,,"A maximum age is provided by a SHRIMP U-Pb age of 911+/-23 Ma, on GSWA sample 169117 (Nelson, 2002). The sample is from the Coolbro Sandstone from the Maroochydore area.",No,,,633,,No,DE in Progress,Yes,Yes,P_,TH,,62,2,,MIGSDAR,2.02E+13,,No,No
4174,18105,P_-HUt-sh,4172,Throssell Shale,1,"Blue-grey or grey-green, poorly laminated, micaceous siltstone and shale; coarsening upwards with grey-green, fine-grained flaggy, micaceous sandstone interbeds","The Throssell Shale is the thrid formation, in ascending order, of the Neoproterozoic Mount House Group. It is conformable on the Traine Formation and overlaps the Walsh Tillite near Mount House Homestead on MOUNT HOUSE 1:100 000 (LENNARD RIVER 1:250 000). The formation consists of a siltstone-dominated successsion with sandstone interbeds. The Throssell Shale coarsens upwards. ","The Throssell Shale is exposed on all map sheets where the Mount House Group outcrops: MOUNT ELIZABETH, CHARNLEY, LENNARD RIVER, and LANSDOWNE 1:250 000. ","The Throssell Shale first appears in the literature in the first edition explanatory notes of the LANSDOWNE 1:250 000 map sheet (Gellatly and Derrick, 1967). ",,"The Throssell Shale is a siltstone- and shale-dominated succession that coarsens upwards. The volumetric majority of the formation consists of blue-grey or green-grey (when fresh) or red-brown (when weathered), poorly laminated, micaceous siltstone with minor shale interbeds (Gellatly and Halligan, 1970; Plumb, 1981; Griffin et al., 1993). The formation coarsens upwards with the inclusion of interbedded sandstones. These sandstones are buff, grey, or green, fine-grained, flaggy, micaceous sandstone (Griffin et al., 1993). On LANSDOWNE 1:250 000 the Throssell Shale includes dolomite and dolomite breccia with choloritic and dolomitic sandstone interbeds in the sandier portion of the formation.  ",,182,235,,"The Throssell Shale is part of the conformable sedimentary sequence that makes up the Mount House Group. The formation in conformable on the directly underlyling Traine Formation through most the exposures but is seen to have a gradational contact with the Walsh Tillite to the west on LANSDOWNE (Gellatly and Derrick, 1967). In this area the Traine Formation is absent. The Throssell Shale grades upwards into the Estaughs Formation. ",,17,,,,4,,,,635,,541,,"A Rb-Sr age of 670 Â± 84 Ma was provided from the Throssel Shale (Bofinger, 1967; Coates and Preiss, 1980). ",No,,,2,,No,DE in Progress,No,No,P_,HUt,,,,,MIGMBCP,2.02E+13,,No,No
3537,78988,A-TH-mgni,1,Thundelarra Supersuite,1,Migmatitic tonalite to granodiorite gneiss with metagranitic leucosomes,,,,,,,,,,,,17,,,,8,,,,2980,,2930,,"The age range for the Supersuite is wider than currently dated children. This is because unmapped areas on MOUNT GIBSON and KALLI are known to contain felsic volcanics dated at c. 2930 Ma and 2980 Ma, respectively. Hence, granitic rocks adjacent to these volcanics which are likely syn-volcanic, may well yield these kinds of ages.",No,,,688,,No,Approved for DE,No,No,A,TH,,26,37,,MIGSDAR,2.02E+13,,No,No
205,18130,P_-TI-xmw-m,1,Tickalara Metamorphics,1,Mafic extrusive and intrusive meta-igneous rock with interlayered metasedimentary rock; minor metagranitic rock,"The Tickalara Metamorphics is the oldest rock unit recognised in the Central Zone of the Lamboo Province. The unit includes all the mafic metavolcanic rock, metasedimentary rock, and metagranite in the Central Zone that was deformed and metamorphosed by D 1 /M 1  of the Hooper Orogeny. The Tickalara Metamorphics has been revised, with metatonalite of the c. 1849 Ma Dougalls Suite now excluded, but metasedimentary and metacarbonate rock of the Milba Formation (Blake et al., 1999: Halls Creek 100k Explanatory Notes) now incorporated into the unit.  Metatonalite of the Dougalls Suite was emplaced at c. 1849 Ma during, or immediately after, the second medium- to high-grade event (D 2 /M 2 ) of the Hooper Orogeny. These metatonalite rocks are about 15 m.y. younger than, and separated by a major deformation event from, the metasedimentary and mafic metavolcanic rock that make up the bulk of the Tickalara Metamorphics. Therefore, the Dougalls Suite is excluded from the Tickalara Metamorphics.  Rocks of the Milba Formation outcrop along strike from medium-grade metamorphic rocks of the Tickalara Metamorphics on southern TURKEY CREEK and northern HALLS CREEK. The two rock units have the same field relationships, contain the same generations of structures, and the Milba Formation is lithologically similar to some of the Tickalara Metamorphics that are dominated by metasedimentary rock. Therefore, use of the name Milba Formation is abandoned, and this formation has been incorporated into the Tickalara Metamorphics.",,,,,,,,,,,17,,,Mixed,2,,,,1865,,1850,,"The age of the Tickalara Metamorphics is constrained by the youngest population of detrital zircons in several samples of metasedimentary rock. Maximum deposiitional ages of 1866 Â± 4 Ma (GA sample 93526034), 1866 Â± 3 Ma (GA sample 93526025), 1865 Â± 2 Ma (GA sample 93525043), and 1867 Â± 4 Ma (sample 95SB11; Bodorkos et al., 1999).",No,,,18,,No,Approved for DE,Yes,Yes,P_,TI,,40,14,,MIGMBCP,2.02E+13,,No,No
421,18186,P_-ALt-sl,417,Timperley Shale,1,Grey-green mudstone and siltstone; minor sandstone,,,,,,,,,,,,17,,,,4,,,,635,,541,,,No,,,3,,No,Approved for DE,No,No,P_,ALt,,,,,MIGSDAR,2.01E+13,,No,No
4139,73571,Q-KWm-kla,3721,Tims Thicket Limestone,1,"Pale yellow-brown, fine-grained, angular and medium-grained rounded quartz and carbonate sand, cross-bedding, minor heavy minerals",,,,,,,,,,,,17,,,,4,,,,0.781,,0.0117,,,No,,,8,,No,Approved for DE,No,No,Q,KWm,,,,,MIGSDRH,2.01E+13,,No,No
4768,77862,A-_td-gi,1,Tindals Diorite,1,Mesocratic granodiorite to diorite sills; locally garnetiferous; metamorphosed,"The diorites are sill-like bodies found within the lower mafic and ultramafic rocks of the Coolgardie Subgroup, south of the Coolgardie township on the KALGOORLIE map sheet. The composition is variable from granodiorite, quartz diorite to diorite, and can be garnet-bearing. Non-garnetiferous diorites are more favourable hosts to auriferous mineralisation at the Tindals-Dreadnought mining centres (MGA zone 51, 325687E, 6570230N). The metamorphic grade is lower amphibolite facies and the sills have been folded by the D2 event of Swager (1997). A preliminary age of crystallisation is 2698 Â± 6 Ma (GSWA 204190).","Sills of the Tindals Diorite have intruded mafic and ultramafic rocks of the Coolgardie Subgroup. Host rocks include the Burbanks Formation and the lower half of the Brilliant Formation south of Coolgardie on the KALGOORLIE map sheet. The sills are not observed intruding rocks above the Brilliant Formation. Sills extend from the nose of the Big Blow Anticline, near the Garden Gully leases, southwards along the eastern limb of the anticline.","Name is derived from an open cut, and historical mining centre called Tindals, which is sited approximately 4 km to the south of Coolgardie. The Tindals deposit was discovered in 1887, and mining was undertaken underground until 1916 (McCormick and Hanna, 1990). Exploration and mining has continued up to the present day.",,"The Tindals diorites are mesocratic light- to dark-grey in colour and can range from granodiorite, quartz diorite to diorite metamorphosed to lower amphibolite facies grade. Grain size can vary from fine- to medium-grained. Some diorites are garnetiferous with pale pink garnet porphyroblasts, with a poikiolitic texture, up to 3-4mm in diameter. Probe analyse of garnets by Knight et al.(1993) identify almandine garnet (33-35 wt% FeO) that are inherently aluminous (~20 wt% Al2O3). Assemblages can vary from Na-bearing hornblende-plagioclase-magnetite-garnet-pyrrhotite Â± biotite, carbonate and quartz, to Actinolite-plagioclase-magnetite-quartz Â± biotite and carbonate. Knight et al. (1993) ascribe the gold mineralisation events in the Coolgardie region to ductile to brittle structures associated with deformation events D2 to D4, not unlike the deformation event as listed by Swager (1989) and Swager et al. (1992). The non-garnetiferous diorite is the more favourable host to auriferous mineralisation. There have been a range of lithological names for the Tindals Diorites which have included, aplite, porphyry, metasomatized leucogabbro, felsite and albite porphyry (McCormick and Hanna, 1990).   Knight et al. (1993) describe the principal alteration assemblage of the gold bearing diorites as hornblende-plagioclase (An1-An30)-calcite-quartz-chlorite-biotite-garnet. Sulphide minerals are predominately described as pyrrhotite, pyrite, sphalerite with trace galena and arsenopyrite. Other rare minerals included scheelite and ilmenite.    Geochemically, SiO2 ranges from 54-61wt% and total iron (as Fe2O3) from 6.7-15.1 wt%. The average Na2O of the least altered samples is ~4 wt%, but metasomatized samples can be up to 7-8 wt%. The diorites show a LREE enrichment trend relative to primitive mantle (Sun and McDonough, 1989). ",,,60,,"The diorites are sill-like with an apparent concordant relationship to the regional stratigraphy, but at the outcrop scale show discordance. The diorites are folded with a NNW-trending to north-trending fold axes, indicating that intrusion was prior to the D2 event of Swager (1997). Late stage brittle sinistral and dextral faults off-set the sills and gold bearing loads. Shearing along the contacts with host rocks has produced a lens-like shape along the strike of the sills. Where there is no shearing there is a clear intrusive relationship and a fine-grained margin to the diorites.",,17,,,,4,,,,2698,6,2698,6,"The tight upright NNW-trending to north-trending folding of the diorites indicates that they must have been intruded prior to D2 (after Swager, 1997; Blewett et al., 2010) which is interpreted to have initiated at approximately 2665 Ma in the western portion of the Eastern Goldfields Superterrane.   Preliminary U-Pb SHRIMP results on zircons from the tonalite (GSWA 204190) indicate a minimum age of crystallisation of 2698 Â± 6 Ma. There is some Pb-loss to all the zircons. Projection of a line through the data-point error ellipses intercepts the concordia line at 2733 Â±42 Ma. ",No,,,513,,No,Submitted,No,No,A,_td,,223,51,,MIGSDAR,2.02E+13,,No,No
4726,27280,P_-UAt-kd,4266,Tinkers Dolomite,1,Stromatolitic dolostone and chert,,,,,,,,,,,,17,,,,4,,,,1620,,1500,,,No,,,1,,No,Approved for DE,No,No,P_,UAt,,,,,MIGSDAR,2.02E+13,,No,No
2983,36772,P_-TJ-xs-fr,791,Tjauwata Group,1,Siliciclastic sedimentary and volcanic rocks; locally metamorphosed," The Tjauwata Group is a succession of siliciclastic, mafic and felsic volcanic and volcaniclastic rocks that outcrops in the Petermann Ranges of central Australia. The thickness of the Tjauwata Group succession is uncertain due to the structural complexity of region. Some units of the Tjauwata group are equivalents to the Kunmarnara Group of Western Australia, such as the Karukali Quartzite is equivalent of the MacDougal Formation ","The Tjauwata Group outcrops in the Petermann Ranges of central Australia. In the Northern Territory it outcrops most notably on the BLOODS RANGE 1:250 000 map sheet and in western Australia it outcrops on the SCOTT and RAWLINSON 1:250 000 map sheets, where it is deformed by later Petermann aged structures.",The name is derived from Tjauwata outstation to the southwest of Docker River Community on HULL mapsheet and was first used by Close et al. (2003).,,"In Western Australia, the Tjauwata group consists of the Karukali Quartzite, Mount Harris Basalt, Wankari Volcanics, Bloods Range Formation and the Dixon Range Formation.",,,,,The Tjauwata Group overlies granite of the Pitjantjatjara Supersuite.,,17,,,Mixed,2,,,,1085,,1030,," Wankari Volcanics 1041 Â±8 Ma (Lu et al., 2017) ",No,,,8,,No,DE in Progress,Yes,Yes,P_,TJ,,,,,MIGSDHI,2.02E+13,,Yes,No
